Dataset,Evaluation type,Method,Alpha,Beta,Width,Bin size,Number of knots,Minimum sigma rep1,Minimum sigma rep2,Length of mean-var curve,Evaluation Value
H3F3A H9,Number of knots,SDPM,2,1,7,1000,7,0.078922071,0.078922071,59293,0.245340366
H3F3A H9,Number of knots,SDPM,2,1,7,1000,10,0.053621627,0.053621627,59293,0.25058428
H3F3A H9,Number of knots,SDPM,2,1,7,1000,50,0.093378114,0.093378114,59293,0.240328248
H3F3A H9,Number of knots,SDPM,2,1,7,1000,100,0.094433341,0.094433341,59293,0.240060604
H3F3A H9,Number of knots,SDPM,2,1,7,1000,200,-0.143046851,-0.100792631,59293,0.240719396
H3F3A H9,Number of knots,SDPM,2,1,7,1000,500,0.094223129,0.094223129,59293,0.240114236
H3F3A H9,Number of knots,SDPM,2,1,7,1000,29646,-39.78040506,-38.31033662,59293,0.647631913
H3F3A H9,Number of knots,SDPM,2,1,7,1000,19764,-1.139308751,-1.0598661,59293,0.236467407
H3F3A H9,Number of knots,SDPM,2,1,7,1000,14823,0.100904604,0.100606239,59293,0.293015448
H3F3A H9,Number of knots,SDPM,2,1,7,1000,11859,0.095570084,0.095570084,59293,0.263713027
H3F3A H9,Number of knots,SDPM,2,1,7,1000,9882,0.092088566,0.092088566,59293,0.249669058
H3F3A H9,Number of knots,SDPM,2,1,7,1000,8470,0.089752252,0.089752252,59293,0.243434697
H3F3A H9,Number of knots,SDPM,2,1,7,1000,7412,0.08808265,0.08808265,59293,0.242005503
H3F3A H9,Number of knots,SDPM,2,1,7,1000,6588,0.086839856,0.086839856,59293,0.242413428
H3F3A H9,Number of knots,SDPM,2,1,7,1000,5929,0.085947316,0.085947316,59293,0.242948142
H3F3A H9,Number of knots,SDPM,2,1,7,1000,5390,0.085414673,0.085414673,59293,0.243099379
H3F3A H9,Number of knots,SDPM,2,1,7,1000,4941,0.085179766,0.085179766,59293,0.243049705
H3F3A H9,Number of knots,SDPM,2,1,7,1000,4561,0.085228577,0.085228577,59293,0.242869496
H3F3A H9,Number of knots,SDPM,2,1,7,1000,4235,0.0855378,0.0855378,59293,0.242614339
H3F3A H9,Number of knots,SDPM,2,1,7,1000,3953,0.08612089,0.08612089,59293,0.242372889
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,7,0.078922071,0.078922071,59291,0.245340366
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,10,0.053621627,0.053621627,59291,0.25058428
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,50,0.093378114,0.093378114,59291,0.240328248
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,100,0.094433341,0.094433341,59291,0.240060604
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,200,-0.143046851,-0.100792631,59291,0.240719396
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,500,0.094223129,0.094223129,59291,0.240114236
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,29646,-39.78040506,-38.31033662,59291,0.647631913
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,19764,-1.139308751,-1.0598661,59291,0.236467407
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,14823,0.100904604,0.100606239,59291,0.293015448
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,11858,0.095546607,0.095546607,59291,0.263649995
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,9882,0.092088566,0.092088566,59291,0.249669058
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,8470,0.089752252,0.089752252,59291,0.243434697
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,7411,0.088087983,0.088087983,59291,0.242003647
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,6588,0.086839856,0.086839856,59291,0.242413428
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,5929,0.085947316,0.085947316,59291,0.242948142
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,5390,0.085414673,0.085414673,59291,0.243099379
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,4941,0.085179766,0.085179766,59291,0.243049705
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,4561,0.085228577,0.085228577,59291,0.242869496
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,4235,0.0855378,0.0855378,59291,0.242614339
H3F3A H9,Number of knots,SDPM,1,Inf,0,1000,3953,0.08612089,0.08612089,59291,0.242372889
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,7,0.091361596,0.091361596,59315,0.249844847
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,10,0.060930413,0.060930413,59315,0.255220522
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,50,0.11189717,0.11189717,59315,0.24199238
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,100,0.112330358,0.112330358,59315,0.241655129
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,200,0.112720519,0.112720519,59315,0.239921004
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,500,0.112009713,0.112009713,59315,0.239279654
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,29658,-35.43164299,-34.16892752,59315,0.64580879
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,19772,-0.345273801,-0.294676396,59315,0.209561627
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,14829,0.135133102,0.1351332,59315,0.272947738
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,11863,0.141569488,0.141569496,59315,0.248512752
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,9886,0.145511762,0.145512756,59315,0.242990309
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,8474,0.145658536,0.145658536,59315,0.2401587
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,7414,0.139091836,0.139091836,59315,0.239882711
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,6591,0.12979871,0.12979871,59315,0.240187084
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,5932,0.123255762,0.123255762,59315,0.240182991
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,5392,0.11869411,0.11869411,59315,0.24014211
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,4943,0.115604351,0.115604351,59315,0.240177625
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,4563,0.1136083,0.1136083,59315,0.240220285
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,4237,0.11234183,0.11234183,59315,0.240278349
H3F3A H9,Number of knots,SDPM,1.002313162,300,1994,1000,3954,0.111671647,0.111671647,59315,0.240319562
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,7,0.120800075,0.120800075,59315,0.256159106
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,10,0.044324068,0.044324068,59315,0.270473381
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,50,0.138798728,0.138798728,59315,0.235475495
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,100,0.182913966,0.182913966,59315,0.221468675
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,200,0.182980752,0.182980901,59315,0.260868768
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,500,0.181579615,0.181579807,59315,0.26465017
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,29658,0.156188978,0.156192515,59315,1.191816733
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,19772,0.159924491,0.159924611,59315,0.714610511
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,14829,0.166996005,0.166995925,59315,0.47157823
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,11863,0.175273979,0.175273706,59315,0.368079555
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,9886,0.182330308,0.182330384,59315,0.315225162
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,8474,0.187098138,0.187098132,59315,0.285771898
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,7414,0.18984085,0.189840737,59315,0.269555212
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,6591,0.190327855,0.190326793,59315,0.260669907
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,5932,0.188108748,0.188111609,59315,0.255537791
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,5392,0.188135643,0.188137636,59315,0.255550445
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,4943,0.188155262,0.188155254,59315,0.255540219
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,4563,0.188139592,0.188139588,59315,0.255526965
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,4237,0.188149168,0.188149179,59315,0.255545928
H3F3A H9,Number of knots,SDPM,1.000693387,1000,6644,1000,3954,0.188161794,0.188161809,59315,0.255552693
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,7,0.169665068,0.169665068,59315,0.243296975
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,10,0.016413649,0.016413649,59315,0.276325292
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,50,0.06365805,0.090843822,59315,0.21977411
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,100,-1.446945484,-1.374816638,59315,0.194683238
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,200,-1.158223393,-1.094755391,59315,0.198170334
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,500,0.23755114,0.237551208,59315,0.207701406
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,29658,0.176623501,0.176623501,59315,0.202029693
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,19772,-0.275861561,-0.23872731,59315,0.195034291
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,14829,0.017888031,0.046221935,59315,0.195145941
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,11863,0.232839956,0.232839974,59315,0.195644851
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,9886,0.232987413,0.232987425,59315,0.195646204
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,8474,0.233979074,0.233979078,59315,0.195635394
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,7414,0.23463908,0.234639093,59315,0.195644731
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,6591,0.235143316,0.235143334,59315,0.19565807
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,5932,0.235493405,0.235493404,59315,0.195662774
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,5392,0.235969647,0.235969621,59315,0.195692244
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,4943,0.236108774,0.236108743,59315,0.195675673
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,4563,0.236865423,0.236864664,59315,0.195691185
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,4237,0.237142132,0.237142125,59315,0.195629709
H3F3A H9,Number of knots,SDPM,1.000231076,3000,19932,1000,3954,0.218265294,0.237635877,59315,0.195590971
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,7,0.193911346,0.193911346,59315,0.241168023
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,10,-0.013379881,-0.013379881,59315,0.287410609
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,50,0.159966596,0.159966596,59315,0.22935989
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,100,-0.319620105,-0.281124575,59315,0.193364945
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,200,0.185602272,0.185602268,59315,0.19379413
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,500,0.265361028,0.265361033,59315,0.21674373
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,29658,-1.781734784,-1.699417033,59315,0.2004937
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,19772,-0.752155024,-0.700468115,59315,0.195242307
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,14829,-0.764397432,-0.712346322,59315,0.195276493
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,11863,-0.791026245,-0.738182828,59315,0.195355044
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,9886,-0.790612539,-0.737781544,59315,0.195354952
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,8474,-0.832463167,-0.778386471,59315,0.19548286
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,7414,-0.855037972,-0.800289544,59315,0.195557212
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,6591,-0.89251908,-0.836654554,59315,0.195684562
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,5932,-0.91183681,-0.855399281,59315,0.19575661
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,5392,-0.447927076,-0.405292155,59315,0.19458422
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,4943,-0.220723293,-0.184844346,59315,0.194367752
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,4563,-0.661817981,-0.612805592,59315,0.195025697
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,4237,-0.871131032,-0.815887835,59315,0.195630346
H3F3A H9,Number of knots,SDPM,1.000069317,10000,66439,1000,3954,-1.230722103,-1.16478566,59315,0.197117826
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7,0.363280586,0.363280586,59315,0.20279347
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10,0.346711244,0.346711244,59315,0.202847292
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,50,0.292447738,0.292447738,59315,0.205953131
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,100,0.134110453,0.134109849,59315,0.220410216
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,200,0.326672832,0.326672832,59315,0.201596919
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,500,0.330681103,0.330681103,59315,0.207462328
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,29658,0.32808827,0.328088267,59315,0.264727475
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,19772,0.326502369,0.326502369,59315,0.264979724
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,14829,0.326498938,0.326498938,59315,0.265475002
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,11863,0.326494268,0.326494267,59315,0.266142809
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,9886,0.326487632,0.326487631,59315,0.267090977
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,8474,0.326479837,0.326479835,59315,0.268212669
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7414,0.326470996,0.326470994,59315,0.269463354
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,6591,0.326460624,0.326460618,59315,0.270909353
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5932,0.326451457,0.326451448,59315,0.272071144
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5392,0.326442657,0.326442644,59315,0.27323128
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4943,0.326432019,0.326432001,59315,0.275248327
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4563,0.326423044,0.326423021,59315,0.277568198
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4237,0.326416789,0.326416762,59315,0.279518068
H3F3A H9,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3954,0.326412052,0.326412028,59315,0.279892549
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7,0.316393194,0.316393195,59315,0.233384974
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10,-0.240019308,-0.240019364,59315,0.398572081
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,50,0.314566504,0.314566504,59315,0.253732589
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,100,0.001907049,0.001907056,59315,0.344499196
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,200,-0.529536481,-0.529536403,59315,0.523785755
H3F3A H9,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,500,0.275719683,0.275718769,59315,0.232079146
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,7,0.061831892,0.061831892,17107,1.247475948
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,10,0.085905885,0.085905885,17107,1.260648066
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,50,0.141336781,0.141336781,17107,1.326198174
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,100,0.128130497,0.128130497,17107,1.326991257
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,200,0.129025054,0.129025054,17107,1.327189642
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,500,-41.14584586,-6.91045108,17107,1.353255702
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,8554,0.017593555,0.017593555,17107,3.576877442
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,5702,-368.5239396,-157.0301235,17107,1.973541236
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,4277,-468.9632055,-203.8537811,17107,2.246210205
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,3421,-294.7948877,-122.6400786,17107,1.795549847
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2851,-174.4070999,-66.4552962,17107,1.555405008
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2444,-101.2794444,-32.29823931,17107,1.453896779
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2138,0.051854436,0.051854436,17107,1.376077987
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1901,0.075945853,0.075945853,17107,1.432036022
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1711,0.07723082,0.07723082,17107,1.476299934
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1555,0.078807241,0.078807241,17107,1.474207227
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1426,0.085629262,0.085629262,17107,1.509875921
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1316,0.083444966,0.083444966,17107,1.526670735
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1222,0.084997598,0.084997598,17107,1.510607097
H3K27me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1140,0.090631347,0.090631347,17107,1.478422541
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,7,0.061831892,0.061831892,16991,1.247475948
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,10,0.085905885,0.085905885,16991,1.260648066
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,50,0.141336781,0.141336781,16991,1.326198174
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,100,0.128130497,0.128130497,16991,1.326991257
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,200,0.129025054,0.129025054,16991,1.327189642
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,500,-41.14584586,-6.91045108,16991,1.353255702
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,8496,0.017444537,0.017444537,16991,3.647053448
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,5664,-368.5225563,-157.0294788,16991,1.972027524
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,4248,-468.8953575,-203.8221501,16991,2.248953078
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,3398,-294.7455219,-122.617054,16991,1.791857981
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2832,-174.1512147,-66.33586132,16991,1.55337086
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2427,-101.2897583,-32.30289009,16991,1.445073826
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2124,0.057752108,0.057752108,16991,1.372490527
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1888,0.078736036,0.078736036,16991,1.431257324
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1699,0.06968957,0.06968957,16991,1.479659932
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1545,0.076224831,0.076224831,16991,1.47555165
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1416,0.082716685,0.082716685,16991,1.514405137
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1307,0.080610861,0.080610861,16991,1.527959941
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1214,0.089020664,0.089020664,16991,1.506202886
H3K27me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1133,0.089380238,0.089380238,16991,1.478744351
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,7,0.101551794,0.101551794,17697,1.258927226
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,10,0.147716258,0.147716258,17697,1.265367455
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,50,0.174069673,0.174069673,17697,1.366541341
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,100,0.183604955,0.183604955,17697,1.354219836
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,200,0.184185363,0.184185363,17697,1.354736764
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,500,-20.53580539,0.147532168,17697,1.377509073
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,8848,-9007.982885,-4412.590821,17697,34.37512038
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,5899,-112.1362961,-40.63554756,17697,1.442246821
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,4424,-18.11169195,0.172002679,17697,1.366487525
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,3539,0.171954826,0.171954826,17697,1.659025642
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2950,0.165573694,0.165573694,17697,1.90672215
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2528,0.163172449,0.163172449,17697,1.975790731
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2212,0.161423386,0.161423386,17697,1.879409324
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1966,0.159251671,0.159251671,17697,1.878632168
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1770,0.15183614,0.15183614,17697,1.66313063
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1609,0.152591981,0.152591981,17697,1.611999376
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1475,0.153030523,0.153030523,17697,1.6102053
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1361,0.151297694,0.151297694,17697,1.576597195
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1264,0.152347957,0.152347957,17697,1.489086724
H3K27me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1180,0.151809664,0.151809664,17697,1.427544313
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,7,0.112367885,0.112367885,17697,1.323465755
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,10,0.17820401,0.17820401,17697,1.32692174
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,50,0.099447979,0.099447979,17697,1.519182412
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,100,0.083371598,0.083371598,17697,1.516059853
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,200,0.085050673,0.085050673,17697,1.515797428
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,500,-24.45636994,0.091688094,17697,1.494467447
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,8848,0.330824682,0.257108022,17697,9.308215584
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,5899,-1960.649804,-994.3387906,17697,8.014285493
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,4424,-1088.642311,-546.6534128,17697,4.639519089
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,3539,-50.5687379,-13.37780589,17697,1.321323574
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2950,-132.5686854,-55.43606357,17697,1.518621081
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2528,-159.003338,-69.03020809,17697,1.557355292
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2212,-246.1487699,-113.8531091,17697,1.775802586
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1966,-100.5566988,-39.00575398,17697,1.488170093
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1770,0.316019527,0.250855514,17697,1.412394828
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1609,0.316365107,0.25042024,17697,1.408918443
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1475,0.313495778,0.250997425,17697,1.411723044
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1361,-34.28767065,-4.893889952,17697,1.428148129
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1264,-44.01312593,-9.909943469,17697,1.435284703
H3K27me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1180,-49.80297762,-12.90144531,17697,1.441470759
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,7,0.090918193,0.090918193,17697,1.380226008
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,10,0.22833647,0.22833647,17697,1.349075944
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,50,0.133020231,0.133020231,17697,1.560132997
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,100,0.106789519,0.106789519,17697,1.562917223
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,200,0.153620457,0.153620457,17697,1.555122324
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,500,0.151429091,0.151429091,17697,1.563412269
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,8848,-20991.09726,-11090.22798,17697,86.42151936
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,5899,-2130.890328,-1113.790226,17697,8.952284762
H3K27me3 H1-hESC,Number of knots,SDPM,1.000231076,3000,19932,1000,4424,-177.9622136,-80.74395082,17697,1.51369823
